내용링크,title,problem,level,분류,유사도,number
/problem/2739,구구단,"N을 입력받은 뒤, 구구단 N단을 출력하는 프로그램을 작성하시오. 출력 형식에 맞춰서 출력하면 된다.출력형식과 같게 N*1부터 N*9까지 출력한다.",1.0,"구현,수학,",기준,2739
/problem/10818,"최소, 최대","N개의 정수가 주어진다. 이때, 최솟값과 최댓값을 구하는 프로그램을 작성하시오.첫째 줄에 주어진 정수 N개의 최솟값과 최댓값을 공백으로 구분해 출력한다.",3.0,"구현,수학,",1.9354314804077148,10818
/problem/10829,이진수 변환,자연수 N이 주어진다. N을 이진수로 바꿔서 출력하는 프로그램을 작성하시오.N을 이진수로 바꿔서 출력한다. 이진수는 0으로 시작하면 안 된다.,4.0,"구현,수학,",1.9258270859718323,10829
/problem/15738,뒤집기,"N개의 수로 이루어진 배열 A가 있다. 배열의 인덱스는 1부터 시작한다. 배열에 연산을 총 M번 적용하려고 한다. 이때, 가장 처음에 K번째에 있던 수가 모든 연산이 종료된 후 몇 번째 위치로 이동하는지 구하는 프로그램을 작성하시오.배열에 적용할 수 있는 연산은 정수 i 하나로 이루어져 있다.i가 양의 정수인 경우에는 배열 A의 처음 i개의 순서를 뒤집는 것이고, i가 음의 정수인 경우에는 마지막 -i개의 순서를 뒤집는 것이다.예를 들어, N = 5이고, A = [1, 3, 2, 4, 5]인 경우에 연산 3을 적용하면, 배열 A는 [2, 3, 1, 4, 5]가 된다. 여기에 연산 -4를 적용하면, 뒤의 4개를 순서를 뒤집어 [2, 5, 4, 1, 3]이 된다. 가장 처음에 1번째 위치에 있던 수는 4번째 위치로 이동하게 되고, 3번째 위치에 있던 수는 1번째 위치로 이동하게 된다.첫째 줄에 K번째 수가 연산 M번이 완료된 후에 몇 번째 위치로 이동했는지 출력한다.",5.0,"구현,수학,",1.87132728099823,15738
/problem/8393,합,"n이 주어졌을 때, 1부터 n까지 합을 구하는 프로그램을 작성하시오.1부터 n까지 합을 출력한다.",1.0,"구현,수학,",1.8664138317108154,8393
/problem/2738,행렬 덧셈,"N*M크기의 두 행렬 A와 B가 주어졌을 때, 두 행렬을 더하는 프로그램을 작성하시오.첫째 줄부터 N개의 줄에 행렬 A와 B를 더한 행렬을 출력한다. 행렬의 각 원소는 공백으로 구분한다.",1.0,"구현,수학,",1.856368899345398,2738
/problem/1568,새,"N마리의 새가 나무에 앉아있고, 자연수를 배우기 원한다. 새들은 1부터 모든 자연수를 오름차순으로 노래한다. 어떤 숫자 K를 노래할 때, K마리의 새가 나무에서 하늘을 향해 날아간다. 만약, 현재 나무에 앉아있는 새의 수가 지금 불러야 하는 수 보다 작을 때는, 1부터 게임을 다시 시작한다.나무에 앉아 있는 새의 수 N이 주어질 때, 하나의 수를 노래하는데 1초가 걸린다고 하면, 모든 새가 날아가기까지 총 몇 초가 걸리는지 출력하는 프로그램을 작성하시오.첫째 줄에 정답을 출력한다.",4.0,"구현,수학,",1.8460727334022522,1568
/problem/3460,이진수,"양의 정수 n이 주어졌을 때, 이를 이진수로 나타냈을 때 1의 위치를 모두 찾는 프로그램을 작성하시오. 최하위 비트(least significant bit, lsb)의 위치는 0이다.각 테스트 케이스에 대해서, 1의 위치를 공백으로 구분해서 줄 하나에 출력한다. 위치가 낮은 것부터 출력한다.",3.0,"구현,수학,",1.829566240310669,3460
/problem/10275,골드 러시,"강산이와 지현이는 모험 중에 어느 숲 속 깊숙히에서 신비한 동굴을 발견했다.들떠서 동굴에 입장한 강산이와 지현이는 결국 동굴의 끝에서 거대한 금괴 하나를 발견했다.하지만 둘이서 들고 나가기엔 금괴는 너무 거대하고 무거웠다.방법이 없을까 고민하던 중, 지현이가 금괴에 숫자 n이 쓰여 있는 것을 발견했다.그 순간 요정이 나타나 말했다.요정 : 이 금괴는 무거워. 이건 무려 2n 펨토그램인걸. 게다가 n은 62까지 갈 수 있다구.강산 : 어, 그렇다면 운이 좋은걸요! 지현이 가방은 정확히 a 펨토그램을 담을 수 있고, 제 가방은 b 펨토그램을 담을 수 있는데 이때 a + b = 2n을 만족하니까요!지현 : 근데 어떻게 금괴를 자르지?요정 : 내 마법으로 어떤 물건이든 정확히 반토막을 낼 수 있어. 근데 난 마법을 하루에 한 번밖에 못 쓰는데..강산이와 지현이는 며칠 후, 금괴를 모두 나눠 갖고 동굴을 나섰다.이때, 강산이와 지현이가 동굴을 나선 건 동굴에 들어온 뒤 며칠 뒤일까?각 테스트 케이스마다 한 줄에 강산이와 지현이가 동굴을 최대한 빨리 떠났을 때 며칠이 지났는지 출력한다.",5.0,"구현,수학,",1.825918972492218,10275
/problem/1292,쉽게 푸는 문제,"동호는 내년에 초등학교를 입학한다. 그래서 동호 어머니는 수학 선행 학습을 위해 쉽게 푸는 문제를 동호에게 주었다.이 문제는 다음과 같다. 1을 한 번, 2를 두 번, 3을 세 번, 이런 식으로 1 2 2 3 3 3 4 4 4 4 5 .. 이러한 수열을 만들고 어느 일정한 구간을 주면 그 구간의 합을 구하는 것이다.하지만 동호는 현재 더 어려운 문제를 푸느라 바쁘기에 우리가 동호를 도와주자.첫 줄에 구간에 속하는 숫자의 합을 출력한다.",5.0,"구현,수학,",1.8249658942222595,1292
/problem/10950,A+B - 3,"두 정수 A와 B를 입력받은 다음, A+B를 출력하는 프로그램을 작성하시오.각 테스트 케이스마다 A+B를 출력한다.",1.0,"구현,사칙연산,수학,",기준,10950
/problem/10951,A+B - 4,"두 정수 A와 B를 입력받은 다음, A+B를 출력하는 프로그램을 작성하시오.각 테스트 케이스마다 A+B를 출력한다.",1.0,"구현,사칙연산,수학,",1.9999998807907107,10951
/problem/10952,A+B - 5,"두 정수 A와 B를 입력받은 다음, A+B를 출력하는 프로그램을 작성하시오.각 테스트 케이스마다 A+B를 출력한다.",1.0,"구현,사칙연산,수학,",1.9999998807907107,10952
/problem/2558,A+B - 2,"두 정수 A와 B를 입력받은 다음, A+B를 출력하는 프로그램을 작성하시오.첫째 줄에 A+B를 출력한다.",1.0,"구현,사칙연산,수학,",1.9839891195297243,2558
/problem/1000,A+B,"두 정수 A와 B를 입력받은 다음, A+B를 출력하는 프로그램을 작성하시오.첫째 줄에 A+B를 출력한다.",1.0,"구현,사칙연산,수학,",1.9786896705627444,1000
/problem/1008,A/B,"두 정수 A와 B를 입력받은 다음, A/B를 출력하는 프로그램을 작성하시오.첫째 줄에 A/B를 출력한다. 실제 정답과 출력값의 절대오차 또는 상대오차가 10-9 이하이면 정답이다.",1.0,"구현,사칙연산,수학,",1.9611182212829592,1008
/problem/1001,A-B,"두 정수 A와 B를 입력받은 다음, A-B를 출력하는 프로그램을 작성하시오.첫째 줄에 A-B를 출력한다.",1.0,"구현,사칙연산,수학,",1.9538938999176028,1001
/problem/10998,A×B,"두 정수 A와 B를 입력받은 다음, A×B를 출력하는 프로그램을 작성하시오.첫째 줄에 A×B를 출력한다.",1.0,"구현,사칙연산,수학,",1.9533810615539553,10998
/problem/11382,꼬마 정민,꼬마 정민이는 이제 A + B 정도는 쉽게 계산할 수 있다. 이제 A + B + C를 계산할 차례이다!A+B+C의 값을 출력한다.,1.0,"구현,사칙연산,수학,",1.92315411567688,11382
/problem/1252,이진수 덧셈,두 개의 이진수를 입력받아 이를 더하는 프로그램을 작성하시오.첫째 줄에 이진수 덧셈 결과를 출력한다. 결과가 0인 경우를 제외하고는 출력되는 이진수는 항상 1로 시작해야 한다.,4.0,"사칙연산,구현,수학,",1.901538968086243,1252
/problem/1081,합,"L보다 크거나 같고, U보다 작거나 같은 모든 정수의 각 자리의 합을 구하는 프로그램을 작성하시오.첫째 줄에 문제의 정답을 출력한다.",15.0,"수학,",기준,1081
/problem/1024,수열의 합,"N과 L이 주어질 때, 합이 N이면서, 길이가 적어도 L인 가장 짧은 연속된 음이 아닌 정수 리스트를 구하는 프로그램을 작성하시오.만약 리스트의 길이가 100보다 작거나 같으면, 연속된 수를 첫째 줄에 공백으로 구분하여 출력한다. 만약 길이가 100보다 크거나 그러한 수열이 없을 때는 -1을 출력한다.",9.0,"수학,",1.8940064311027527,1024
/problem/7786,합 찾기,"두 자연수 l과 u가 주어졌을 때, l보다 크거나 같고, u보다 작거나 같은 모든 자연수의 자리수의 합을 구하는 프로그램을 작성하시오.l과 r을 포함하여 그 사이에 있는 모든 수의 자리수의 합을 출력한다.",14.0,"수학,",1.8868775367736816,7786
/problem/5696,숫자 세기,"A보다 크거나 같고 B보다 작거나 같은 모든 수를 종이에 썼을 때, 각 숫자를 몇 번씩 쓰게 되는지 구하는 프로그램을 작성하시오.각 테스트 케이스마다 10개의 정수를 출력한다. 이 정수는 A부터 B까지를 종이에 썼을 때, 각 숫자를 몇 번씩 쓰게 되는지이며, 0부터 9까지 순서대로 출력한다.",13.0,"수학,",1.862938106060028,5696
/problem/5623,수열의 합,"양의 정수 N개로 이루어진 수열 A가 있다. 상근이는 수열 A의 모든 두 수의 합을 알고 있다. 이때, 수열 A를 구하는 프로그램을 작성하시오.첫째 줄에 수열 A를 출력한다.",7.0,"수학,",1.8204848766326904,5623
/problem/17374,비트베리,"비트베리는 국내 최다 사용자를 확보하고 있는 간편암호화폐 지갑이다. 비트베리의 가장 큰 특징 중 하나는 카카오 계정으로 지갑을 만들고, 전화번호로 암호화폐를 주고받을 수 있는 점이다.페카즈는 비트베리의 특징을 이용해 자신이 보유한 다양한 종류의 암호화폐를 친구 빈센트와 상호 교환하고자 한다. 현재 페카즈의 비트베리 지갑 속에는 P개의 비트와 Q개의 베리가 들어 있다. 페카즈의 친구 빈센트는 엄청난 부자여서, 자신의 비트베리 지갑 속에 비트, 베리, 그리고 또 다른 단위인 코인과 비트코인을 각각 10100개씩 가지고 있다.페카즈는 빈센트와 아래의 거래를 원하는 순서대로 원하는 만큼 반복할 수 있다.빈센트에게 비트 A개를 주고 코인을 B개 받는다.빈센트에게 코인 B개를 주고 비트를 A개 받는다.빈센트에게 베리 C개를 주고 코인을 D개 받는다.빈센트에게 코인 D개를 주고 베리를 C개 받는다.빈센트에게 비트 1개와 코인 1개를 주고 비트코인을 1개 받는다.물론 거래를 하기 위해 빈센트에게 줘야 하는 암호화폐가 부족하다면 거래를 진행할 수 없다.페카즈는 최선의 거래를 하여 자신이 갖고 있는 비트코인의 개수를 최대화하고자 한다. 페카즈가 만들 수 있는 비트코인의 최대 개수를 출력하는 프로그램을 작성하라.각각의 테스트 케이스마다, 페카즈가 만들 수 있는 비트코인의 최대 개수를 한 개의 줄에 출력한다.",9.0,"수학,",1.8185107707977295,17374
/problem/24314,알고리즘 수업 - 점근적 표기 2,"오늘도 서준이는 점근적 표기 수업 조교를 하고 있다. 아빠가 수업한 내용을 학생들이 잘 이해했는지 문제를 통해서 확인해보자.알고리즘의 소요 시간을 나타내는 Ω-표기법(빅-오메가)을 다음과 같이 정의한다.Ω(g(n)) = {f(n) | 모든 n ≥ n0에 대하여 c × g(n) ≤ f(n)인 양의 상수 c와 n0가 존재한다}이 정의는 실제 Ω-표기법(https://en.wikipedia.org/wiki/Big_O_notation)과 다를 수 있다.함수 f(n) = a1n + a0, 양의 정수 c, n0가 주어질 경우 Ω(n) 정의를 만족하는지 알아보자.f(n), c, n0가 Ω(n) 정의를 만족하면 1, 아니면 0을 출력한다.",7.0,"수학,",1.8172158002853394,24314
/problem/24313,알고리즘 수업 - 점근적 표기 1,"오늘도 서준이는 점근적 표기 수업 조교를 하고 있다. 아빠가 수업한 내용을 학생들이 잘 이해했는지 문제를 통해서 확인해보자.알고리즘의 소요 시간을 나타내는 O-표기법(빅-오)을 다음과 같이 정의하자.O(g(n)) = {f(n) | 모든 n ≥ n0에 대하여 f(n) ≤ c × g(n)인 양의 상수 c와 n0가 존재한다}이 정의는 실제 O-표기법(https://en.wikipedia.org/wiki/Big_O_notation)과 다를 수 있다.함수 f(n) = a1n + a0, 양의 정수 c, n0가 주어질 경우 O(n) 정의를 만족하는지 알아보자.f(n), c, n0가 O(n) 정의를 만족하면 1, 아니면 0을 출력한다.",6.0,"수학,",1.8172158002853394,24313
/problem/24315,알고리즘 수업 - 점근적 표기 3,"오늘도 서준이는 점근적 표기 수업 조교를 하고 있다. 아빠가 수업한 내용을 학생들이 잘 이해했는지 문제를 통해서 확인해보자.알고리즘의 소요 시간을 나타내는 Θ-표기법(빅-쎄타)을 다음과 같이 정의한다.Θ(g(n)) = {f(n) | 모든 n ≥ n0에 대하여 c1 × g(n) ≤ f(n) ≤ c2 × g(n)인 양의 상수 c1, c2, n0가 존재한다}이 정의는 실제 Θ-표기법(https://en.wikipedia.org/wiki/Big_O_notation)과 다를 수 있다.함수 f(n) = a1n + a0, 양의 정수 c1, c2, n0가 주어질 경우 Θ(n) 정의를 만족하는지 알아보자.f(n), c1, c2, n0가 Θ(n) 정의를 만족하면 1, 아니면 0을 출력한다.",7.0,"수학,",1.8172158002853394,24315
/problem/16855,"일해라, 류트!","디디포스 주식회사에 다니는 류트는 회사의 코딩 테스트를 출제하는 업무를 맡게 되었다. 그는 '고양이 소개팅'이란 문제를 출제했지만, 일하기 귀찮다는 이유로 정해를 짜지 않았고[1] 디디에 의해 해고당했다. 일자리를 잃은 류트는 러시아로 이사를 가서 새로운 직업을 찾게 되었다.우여곡절 끝에 러시아의 화학 공학 기업에서 근무하게 된 류트는 블라디보스토크에서 모스크바로 몇 개의 파이프를 거쳐 여러 화학 약품을 옮기려고 한다. 블라디보스토크에서 모스크바로 화학 약품을 파이프를 통해 수송하려면 총 M개의 파이프 P1, P2, ..., PM을 차례로 거쳐야 한다. 각각의 i = 1, 2, ..., M 에 대하여 Pi의 길이는 Li이다.류트가 옮기려는 화학 약품은 총 N가지 종류이다. 편의상 이들에 1, 2, 3, ..., N의 번호를 붙이자. 참고로, 각각의 1 ≤ i < j ≤ N에 대하여 화학 약품 i는 화학 약품 j 보다 먼저 수송되어야 한다.각각의 i = 1, 2, ..., N에 대하여 화학 약품 i의 점성계수는 ri이다. 점성계수가 r인 화학 약품을 길이가 L인 파이프로 시각 t부터 흘려보내기 시작했다면, 이 화학 약품은 시각 t+rl 직전에 해당 파이프를 완전히 빠져나온다. 다시 말해, [t, t+rl) 동안 해당 파이프를 통과한다.류트는 여러 화학 약품이 섞일 것을 염려하여, 각각의 i = 1, 2, ..., M에 대하여 하나의 화학 약품이 Pi를 통과한 후, Ci 만큼의 시간이 지나기 이전에는 다른 화학 약품이 Pi에 들어오는 일이 없도록 하고자 한다. (이러한 Ci들은 류트가 나름의 기준을 가지고 정해놓은 값으로 입력을 통해 주어질 것이다.)또한, i = 1, 2, ..., M-1에 대하여 화학 약품이 Pi를 빠져 나온 직후에 바로 Pi+1로 들어가야한다. 다시 말해, 화학 약품이 파이프들을 거쳐 흘러가는 도중에 멈추어서는 안 된다.류트가 시각 0부터 시작하여 화학 약품들을 파이프로 흘려보낸다고 하자. 류트는 최소 시간 안에 수송 작업을 완료하고자 한다. 류트가 최소 시간 안에 수송 작업을 완료할 경우 i = 1, 2, ..., N에 대하여 화학 약품 i가 PN을 빠져나오는 시각을 Ti라 하자. 이 때, T1, T2, ..., TN을 구해보자.[1] 실제로 정해를 짜지 않았습니다.😡 이를 한심하게 여긴 디디가 대신 풀어준 바람에 류트는 풀이도 모릅니다.출력의 첫 줄에 T1, T2, ..., TN을 사이에 공백을 두고 출력한다.",17.0,"수학,",1.811143159866333,16855
/problem/5565,영수증,"새 학기를 맞아 상근이는 책을 10권 구입했다. 상근이는 의욕이 너무 앞서서 가격을 조사하지 않고 책을 구입했다. 이제 각 책의 가격을 알아보려고 한다.하지만, 영수증에는 얼룩이 묻어있었고, 상근이는 책 10권 중 9권의 가격만 읽을 수 있었다.책 10권의 총 가격과 가격을 읽을 수 있는 9권 가격이 주어졌을 때, 가격을 읽을 수 없는 책의 가격을 구하는 프로그램을 작성하시오.첫째 줄에 가격을 읽을 수 없는 책의 가격을 출력한다.",3.0,"사칙연산,구현,수학,",기준,5565
/problem/9085,더하기,10보다 작거나 같은 자연수 N개를 주면 합을 구하는 프로그램을 작성하시오.각 테스트 케이스에 대해서 주어진 자연수의 합을 한 줄에 하나씩 출력한다.,3.0,"사칙연산,구현,수학,",1.8818888664245608,9085
