내용링크,제목,문제,level,분류,유사도
/problem/2587,대표값2,"어떤 수들이 있을 때, 그 수들을 대표하는 값으로 가장 흔하게 쓰이는 것은 평균이다. 평균은 주어진 모든 수의 합을 수의 개수로 나눈 것이다. 예를 들어 10, 40, 30, 60, 30의 평균은 (10 + 40 + 30 + 60 + 30) / 5 = 170 / 5 = 34가 된다.평균 이외의 또 다른 대표값으로 중앙값이라는 것이 있다. 중앙값은 주어진 수를 크기 순서대로 늘어 놓았을 때 가장 중앙에 놓인 값이다. 예를 들어 10, 40, 30, 60, 30의 경우, 크기 순서대로 늘어 놓으면10 30 30 40 60이 되고 따라서 중앙값은 30이 된다.다섯 개의 자연수가 주어질 때 이들의 평균과 중앙값을 구하는 프로그램을 작성하시오.첫째 줄에는 평균을 출력하고, 둘째 줄에는 중앙값을 출력한다. 평균과 중앙값은 모두 자연수이다.",4.0,"사칙연산,구현,수학,정렬,",기준
/problem/23278,영화 평가,"스타트링크에는 영화 감상 동아리가 있다. 영화 동아리에는 총 N명의 구성원이 있고, 매주 모여서 영화 한 편을 본다. 영화를 본 뒤, 각 사람은 0보다 크거나 같고, 100보다 작거나 같은 정수로 영화를 평가한다. 모든 구성원이 영화 평가를 마치면 동아리장은 최종 점수를 계산한다.최종 평점은 가장 낮은 평가 L개와 가장 높은 평가 H개를 뺀 나머지 점수의 평균이다.영화 감상 동아리의 각 회원이 남긴 평가가 입력으로 주어졌을 때, 최종 점수를 계산해보자.첫째 줄에 최종 점수를 출력한다. 절대/상대 오차는 10-9까지 허용한다.",5.0,"사칙연산,구현,수학,정렬,",1.8413130640983582
/problem/17207,돌려막기,"인서와 준석 그리고 정우, 진우 마지막으로 영기는 대회를 준비하느라 정신이 없다. 그러던 어느 날 급하게 처리해야 할 일이 생기고 말았다. 피자를 숟가락으로 떠먹는 등의 일로 바빴던 5명은 서로에게 일을 떠넘기기에 급급했다. 그러던 어느 날 더 이상 일을 미룰 수 없다고 판단한 다섯은 일처리를 누가 맡을지 이야기하여, 아래와 같은 자신들의 계산법을 바탕으로 최종 일량을 계산해 가장 일이 바쁘지 않은 사람에게 일처리를 맡기기로 하였다.5개의 일이 존재한다.인서는 1번, 준석이는 2번, 정우는 3번, 진우는 4번, 영기는 5번으로 각자에게 번호를 부여한다.행렬 A는 인서, 준석, 정우, 진우, 영기가 예상하는 각 일의 난이도를 각 행에 일의 순서대로 나열한 5×5의 행렬이다. 즉, x행 y열의 값은 x번 사람이 예상한 y번째 일의 난이도이다. 예를 들어 2행 1열의 값은 2번인 준석이가 예상한 1번째 일의 난이도, 5행 2열의 값은 5번인 영기가 예상한 2번째 일의 난이도이다.행렬 B는 인서, 준석, 정우, 진우, 영기가 예상한 각 일의 처리시간을 각 행에 일의 순서대로 나열한 5×5의 행렬이다. 즉, x행 y열의 값은 x번 사람이 예상한 y번째 일의 처리시간이다. 예를 들어 2행 1열의 값은 2번인 준석이가 예상한 1번째 일의 처리시간, 5행 2열의 값은 5번인 영기가 예상한 2번째 일의 처리시간이다.x번 사람의 y번째 일의 예상 일량은 아래와 같다.	$\left(x\text{번 사람의 }y\text{번째 일의 예상 일량}\right) = \sum_{i=1}^5 \left(\left(x\text{번 사람이 예상한 }i\text{번째 일의 난이도}\right) \times \left(i\text{번 사람이 예상한 }y\text{번째 일의 처리시간}\right)\right)$각자의 최종 일량은 1번째 일부터 5번째 일까지 그 사람의 예상 일량을 모두 합한 값이다.최종 일량이 가장 작은 사람이 가장 일이 바쁘지 않은 사람이다.이 계산법으로 작동하는 프로그램을 구현하여 가장 일이 바쁘지 않은 사람을 구하여라.가장 일이 바쁘지 않은 사람의 이름(Inseo, Junsuk, Jungwoo, Jinwoo, Youngki)을 출력한다. 만약, 가장 일이 바쁘지 않은 사람이 둘 이상일 경우 Youngki, Jinwoo, Jungwoo, Junsuk, Inseo 순서로 가장 앞서는 사람의 이름을 출력한다.",6.0,"사칙연산,구현,수학,",1.789170584681456
/problem/10984,내 학점을 구해줘,"게으른 근우는 열심히 놀다가 문득, 자신의 학점 평균이 얼마일지 궁금해졌다. 학사시스템도 들어가기 귀찮아하는 근우를 위해 구해주도록 하자.각 학기에 대해 근우의 총 학점과 평점(GPA)을 출력한다. 정답과의 절대 오차는 10-1까지 허용한다.",3.0,"사칙연산,구현,수학,",1.7865083432225632
/problem/10599,페르시아의 왕들,"마야는 페르시아의 왕들에 대해 관심이 있다. 그녀는 최근 자신이 좋아하는 왕들의 나이가 궁금해졌고, 검색을 해서 정보를 얻기 시작했다.하지만 불행하게도 대부분의 경우 정확한 왕의 출생일과 사망일을 얻지 못했고, 대신 출생, 사망했을거라 추정되는 때의 범위를 얻었다. 예를 들면 키루스 2세는 600BC에서 575BC사이에 출생했고, 530BC에 사망했다. 따라서 키루스 2세는 최소 45살에서 최대 70살의 인생을 살았다.마야는 자신이 좋아하는 왕들에 대해 출생과 사망의 범위가 적힌 리스트를 길게 만들었다. 하지만 이 길이가 너무 길기때문에 우리가 왕들 나이의 최소와 최댓값을 대신 구해주자.만약 왕이 x년도에 태어나고 y년도에 죽었다면 그는 y - x살을 산 것이다.각 테스트 케이스마다 최소나이와 최대나이를 공백으로 나눠 출력한다.",3.0,"사칙연산,구현,수학,",1.7855051374463486
/problem/25591,푸앙이와 종윤이,"푸앙이의 친구 종윤이는 수학, 과학이 굉장히 발전한 곳 중 하나인 인도에 진심이다. 한국에선 구구단을 배우지만 인도에서는 19단까지 배운다고 한다. 어떻게 두 자릿수 곱셈을 빠르게 암산하는 것일까? 푸앙이는 인도 마니아 종윤이한테 인도의 베다수학 곱셈법을 배워보기로 했다.<인도 베다수학 곱셈법 예시 그림>$97×96$을 계산해보자. 각 수를 $100$에서 빼준 값을 $a$, $b$라고 하면 $$\begin{align}a=100-97=3\\b=100-96=4\end{align}$$ 그리고 $c$, $d$를 다음과 같이 정의하고 구한다. $$\begin{align}c&=100-(a+b)=100-7=93\\d&=a×b=3×4=12\end{align}$$ $c$는 곱셈 결괏값의 앞의 두 자릿수, $d$는 뒤의 두 자릿수에 해당한다.$a$, $b$가 작을 때는 위와 같은 계산으로 끝나지만 그렇지 않은 경우도 존재한다. 만약 $d$가 두 자릿수를 넘어버린다면 다시 여기서 하위 두 자릿수만 취하고, 초과 자릿수들의 값은 $c$에 더해주면 된다. 다시 말해서, $d$를 $100$으로 나눈 몫과 나머지를 각각 $q$, $r$이라고 했을 때 $c+q$를 앞의 두 자릿수, $r$을 뒤의 두 자릿수로 결정한다.푸앙이도 인도에 흥미가 생겼지만, 수학은 머리가 아프다. 푸앙이를 위해서 두 수가 들어왔을 때 인도의 베다수학 곱셈법을 자동으로 계산해주는 프로그램을 만들어주자.베다수학 곱셈법을 쓰는 과정에서 구하는 $a$, $b$, $c$, $d$, $q$, $r$을 첫 줄에 공백으로 구분해서 출력한다. 둘째 줄에 곱셈 결과의 앞의 두 자릿수, 뒤의 두 자릿수를 공백으로 구분해서 출력한다. 만약 이 수들의 십의 자리가 $0$이라면 일의 자리만 출력한다.",2.0,"사칙연산,구현,수학,",1.7848616457013535
/problem/3566,대형 스크린,"상근이는 모니터를 여러개 붙여서 대형 모니터를 만드는 일을 하고 있다. 고객은 대형 모니터의 가로, 세로 해상도(픽셀)과 가로 세로 크기(밀리미터)를 상근이에게 주문한다. 상근이는 고객의 주문 값보다 크거나 같은 해상도, 크거나 같은 크기의 대형 모니터를 만들어야 한다. 이때, 제조비가 최소가 되어야 한다.대형 모니터는 항상 같은 종류의 모니터로 만들어야 한다. 대형 모니터의 해상도, 크기는 모니터를 붙인 형태로 각각을 더하면 되고, 가격은 사용한 모니터의 가격의 합이다.상근이의 창고에는 모니터가 여러 종류가 있고, 각각의 해상도와 크기, 가격은 모두 알고 있다. 모니터를 회전 시켜서 대형 모니터를 만들 수 있다. 하지만, 대형 모니터에 포함된 모니터는 모두 같은 방향이어야 한다. 상근이는 모니터를 매우 많이 가지고 있어, 필요한 만큼 사용할 수 있다.첫째 줄에 대형 모니터를 만드는 가격 중 가장 저렴한 가격을 출력한다.",5.0,"사칙연산,구현,수학,",1.7811035728482651
/problem/17256,달달함이 넘쳐흘러,"냉장고에서 맛있게 숙성되고 있는 마카롱은 심심한 나머지 새로운 수 체계를 생각해냈다. 마카롱은 이를 케이크 수라고 이름 붙이고, 다음과 같이 정의했다.케이크 수는 3개의 자연수 x, y, z로 이루어진 순서쌍이다. (자연수는 1 이상의 정수를 의미한다)케이크 수 a는 (a.x, a.y, a.z)와 같이 나타낼 수 있다.또한 마카롱은 케이크 수들을 비교하기 위해 등호 ""=""도 새로 정의했다.케이크 수 a, b에 대하여, a = b라는 것은 다음과 같다.a.x = b.x, a.y = b.y 그리고 a.z = b.z를 동시에 만족한다.아직 끝나지 않았다. 이 케이크 수는 기존의 수와 다르게 매우 특이한 연산을 적용할 수 있다. 연산의 이름은 🍰이고 다음과 같이 정의된다!a 🍰 b = (a.z + b.x, a.y × b.y, a.x + b.z)SCCC의 회장 욱제는 케이크 수를 이용해 문제를 만들기로 했다. 마카롱과 욱제를 기쁘게 하기 위해서 문제를 풀어주자! 욱제가 만든 문제는 다음과 같다.케이크 수 a, c 가 주어졌을 때, 다음을 만족하는 케이크 수 b를 계산하자.a 🍰 b = ca, c는 b가 항상 유일하게 존재하도록 주어진다.문제의 조건을 만족하는 b.x, b.y, b.z를 하나의 공백을 사이에 두고 차례대로 출력한다.",1.0,"사칙연산,구현,수학,",1.780112705233519
/problem/15969,행복,"코이 초등학교에 새로 부임하신 교장 선생님은 어린 학생들의 행복감과 학생들의 성적 차이 관계를 알아보기로 했다. 그래서 이전 성적을 조사하여 학생 들의 시험 점수 차이 변화를 알아보려고 한다.예를 들어서 2016년 학생 8명의 점수가 다음과 같다고 하자.27, 35, 92, 75, 42, 53, 29, 87그러면 가장 높은 점수는 92점이고 가장 낮은 점수는 27점이므로 점수의 최대 차이는 65이다. 한편 2017년 학생 8명의 점수가 다음과 같았다.85, 42, 79, 95, 37, 11, 72, 32이때 가장 높은 점수는 95점이고 가장 낮은 점수는 11점이므로 점수의 최대 차이는 84이다.N명 학생들의 점수가 주어졌을 때, 가장 높은 점수와 가장 낮은 점수의 차이를 구하는 프로그램을 작성하시오표준 출력으로 가장 높은 점수와 가장 낮은 점수의 차이를 출력한다.",4.0,"사칙연산,구현,수학,",1.7780205822019028
/problem/2729,이진수 덧셈,"이진수 덧셈은 매우 간단하고, 십진수 덧셈과 비슷하게 하면 된다. 십진수 덧셈을 할 때는, 오른쪽부터 왼쪽으로 차례대로 숫자 하나씩 더하면 된다. 이진수 덧셈도 이와 비슷하게 하면 된다. 십진수 덧셈은 외워야 할 덧셈이 많지만, 이진수 덧셈은 아래와 같이 5가지만 기억하면 된다.0 + 0 = 01 + 0 = 10 + 1 = 11 + 1 = 101 + 1 + 1 = 11두 이진수가 주어졌을 때, 그 합을 이진수로 출력하는 프로그램을 작성하시오.각 테스트 케이스에 대해 입력으로 주어진 두 이진수의 합을 구해 이진수로 출력한다. 숫자의 앞에 불필요한 0이 붙으면 안 된다.",5.0,"사칙연산,구현,수학,",1.7762063956288743
/problem/25305,커트라인,"2022 연세대학교 미래캠퍼스 슬기로운 코딩생활에 $N$명의 학생들이 응시했다.이들 중 점수가 가장 높은 $k$명은 상을 받을 것이다. 이 때, 상을 받는 커트라인이 몇 점인지 구하라.커트라인이란 상을 받는 사람들 중 점수가 가장 가장 낮은 사람의 점수를 말한다.상을 받는 커트라인을 출력하라.",4.0,"구현,정렬,",기준
/problem/20502,Gum색,"2030년, 선린 인터넷 컴퍼니는 새로운 게시판 서비스를 런칭하였다. Farmer John은 이 서비스에 키워드를 기반으로 게시글들을 검색할 수 있는 기능(검색 엔진)을 추가하려고 한다.John이 만들 검색 엔진은 사용자가 어떤 키워드를 질의하면, 해당 키워드를 포함하는 게시글들을 적절한 순서대로 보여줘야 할 것이다.여기에서, 게시글들을 보여줄 순서를 정하는 것(이러한 작업을 랭킹이라고 부른다.)은 중요한 연구 주제이다. 양질의 게시글이 앞쪽 순서에 오도록 게시글들을 정렬해야 사용자가 보다 정확한 정보를 얻을 수 있기 때문이다. 지난 수십년 간 웹 페이지들의 랭킹을 위한 여러 가지 방법론들이 제안되었다.다행히도, 여러분이 풀 문제를 단순화하기 위해 John은 미리 게시글들의 순위(RANK)를 계산해놓았다.여러분에게는 다음과 같은 정보가 주어진다.$N$: 게시글의 수 (각 게시글을 $1 \cdots N$의 정수에 대응하여 생각하자.)$M$: 키워드의 수 (각 키워드를 $1 \cdots M$의 정수에 대응하여 생각하자.)각 게시글에 포함된 키워드의 목록각 게시글의 순위(RANK) 값 - RANK 값은 $1$ 이상 $N$ 이하의 정수로 각 게시글마다 다른 값을 가지고 있으며, RANK 값이 작을 수록 더 양질의 게시글이라고 생각할 수 있다.이 정보들을 바탕으로 여러분은 총 $Q$개의 질의에 답해야 한다.$k$: 키워드 $k$를 포함하는 게시글의 번호를 RANK 값이 증가하는 순서대로 사이에 공백을 두고 출력한다. 단, 어떤 게시글도 키워드 $k$를 포함하지 않는다면, -1을 출력한다.질의에 대한 답을 한 줄에 하나씩 출력한다.",7.0,"구현,정렬,",1.5831345319747927
